Protocol name;Instrument;Parameter;Level;Date;Value;Target;SD;Status;Message;User comment;User;Sample ID
AU 3 Multichem;AU3;TP;1;01/09/2017 07:23:49;47.87;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/09/2017 07:23:49;0.710;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/09/2017 07:23:49;143.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/09/2017 07:23:44;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/09/2017 07:23:44;2.480;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/09/2017 07:23:44;121.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/09/2017 07:23:39;78.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/09/2017 07:23:39;24.00;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/09/2017 07:23:39;73.00;68.7;3;Accepted;4-1S fails (across runs) because results 73.00, 72.00, 74.00, and 72.00 are on the same side of the target and out of 1 SD (Target=68.70, SD=3.00);;;T1
AU 3 Multichem;AU3;GGT;1;01/09/2017 07:23:39;26.5;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/09/2017 07:23:39;0.79;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/09/2017 07:23:33;31.00;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/09/2017 07:23:33;76.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/09/2017 07:23:33;24.60;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/09/2017 07:23:33;44.00;42;1.5;Accepted;4-1S fails (across runs) because results 44.00, 44.00, 45.00, and 44.00 are on the same side of the target and out of 1 SD (Target=42.00, SD=1.50);;;T1
AU 3 Multichem;AU3;AST;1;01/09/2017 07:23:33;41.64;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/09/2017 07:23:33;0.980;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/09/2017 07:23:33;72.00;68.7;3;Accepted;4-1S fails (across runs) because results 72.00, 74.00, 72.00, and 74.00 are on the same side of the target and out of 1 SD (Target=68.70, SD=3.00);;;T1
AU 3 Multichem;AU3;CRP;1;01/09/2017 07:23:33;4.000;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/09/2017 07:23:33;25.5;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/09/2017 07:23:33;0.79;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/09/2017 07:23:33;7.780;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/09/2017 07:23:33;cal;0.51;0.05;Manually rejected;Non numeric result;;SYSADM;T1
AU 3 Multichem;AU3;MG;1;01/09/2017 07:23:33;0.540;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/09/2017 07:23:33;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/09/2017 07:23:33;0.750;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/09/2017 07:23:33;78.5;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/09/2017 07:23:33;3.10;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/09/2017 07:23:28;82.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/09/2017 07:23:28;2.520;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/09/2017 07:23:28;122.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/09/2017 04:47:36;recal;3.15;0.14;Manually rejected;1-3S fails because the result 2.72 is out of 3 SD (Target=3.15, SD=0.14);;SYSADM;T1
AU 3 Multichem;AU3;ALC;1;01/09/2017 04:34;385.0;383;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/09/2017 04:34;17.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/09/2017 04:34;0.180;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/09/2017 04:34;1.60;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/09/2017 04:34;2.830;2.78;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/09/2017 04:34;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/09/2017 04:34;56.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/09/2017 04:34;5.500;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/09/2017 04:34;3.12;3.1;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/09/2017 04:34;1.740;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/09/2017 04:34;0.6700;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/09/2017 04:34;2.490;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/09/2017 04:34;121.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/09/2017 04:34;17.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/09/2017 04:34;48.62;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/09/2017 04:34;0.710;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/09/2017 04:34;143.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/09/2017 04:33:55;31.50;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/09/2017 04:33:55;77.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/09/2017 04:33:55;24.30;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/09/2017 04:33:55;44.00;42;1.5;Accepted;4-1S fails (across runs) because results 44.00, 45.00, 44.00, and 45.00 are on the same side of the target and out of 1 SD (Target=42.00, SD=1.50);;;T1
AU 3 Multichem;AU3;AST;1;01/09/2017 04:33:55;44.15;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/09/2017 04:33:55;0.980;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/09/2017 04:33:55;74.00;68.7;3;Accepted;3-1S (across runs) fails because results 74.00, 72.00 and 74.00 are on the same side of the target and exceed 1 SD (Target=68.70, SD=3.00);;;T1
AU 3 Multichem;AU3;CL;1;01/09/2017 04:33:55;84.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/09/2017 04:33:55;3.900;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/09/2017 04:33:55;27.4;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/09/2017 04:33:55;0.80;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/09/2017 04:33:55;7.550;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/09/2017 04:33:55;2.550;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/09/2017 04:33:55;0.560;0.51;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/09/2017 04:33:55;0.540;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/09/2017 04:33:55;123.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/09/2017 04:33:55;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/09/2017 04:33:55;0.760;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/09/2017 04:33:55;78.0;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/09/2017 04:33:55;recal;3.15;0.14;Manually rejected;1-3S fails because the result 4.33 is out of 3 SD (Target=3.15, SD=0.14);;SYSADM;T1
AU 3 Multichem;AU3;CK;3;01/08/2017 23:58:14;458.0;442;10;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;3;01/08/2017 23:34:51;2008.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/08/2017 23:34:51;38.00;34.4;2.2;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/08/2017 23:34:51;0.370;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/08/2017 23:34:51;3.220;3.14;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/08/2017 23:34:51;7.000;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/08/2017 23:34:51;109.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/08/2017 23:34:51;475;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/08/2017 23:34:51;28.90;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/08/2017 23:34:51;16.04;16.4;0.4;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/08/2017 23:34:51;3.080;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/08/2017 23:34:51;1.230;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/08/2017 23:34:51;6.630;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/08/2017 23:34:51;155.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/08/2017 23:34:51;93.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/08/2017 23:34:51;88.08;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/08/2017 23:34:51;2.940;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/08/2017 23:34:51;468.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/08/2017 23:34:46;57.00;54.9;1.7;Accepted;4-1S fails (across runs) because results 57.00, 57.10, 56.90, and 58.90 are on the same side of the target and out of 1 SD (Target=54.90, SD=1.70);;;T3
AU 3 Multichem;AU3;ALP;3;01/08/2017 23:34:46;472.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/08/2017 23:34:46;245.1;229;10;Accepted;4-1S fails (across runs) because results 245.1, 246.4, 245.1, and 245.6 are on the same side of the target and out of 1 SD (Target=229.0, SD=10.0);;;T3
AU 3 Multichem;AU3;AMY;3;01/08/2017 23:34:46;323.0;312;10;Accepted;3-1S (across runs) fails because results 323.0, 323.0 and 326.0 are on the same side of the target and exceed 1 SD (Target=312.0, SD=10.0);;;T3
AU 3 Multichem;AU3;AST;3;01/08/2017 23:34:46;271.4;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/08/2017 23:34:46;2.160;2.1;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/08/2017 23:34:46;468.0;442;10;Accepted;1-2S fails because the result 468.0 is out of 2 SD (Target=442.0, SD=10.0);;;T3
AU 3 Multichem;AU3;CL;3;01/08/2017 23:34:46;107.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/08/2017 23:34:46;30.00;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/08/2017 23:34:46;153.2;147;5;Accepted;4-1S fails (across runs) because results 153.2, 152.2, 155.3, and 153.2 are on the same side of the target and out of 1 SD (Target=147.0, SD=5.0);;;T3
AU 3 Multichem;AU3;HDL;3;01/08/2017 23:34:46;1.710;1.61;0.05;Accepted;4-1S fails (across runs) because results 1.710, 1.710, 1.690, and 1.750 are on the same side of the target and out of 1 SD (Target=1.610, SD=0.050);;;T3
AU 3 Multichem;AU3;IGG;3;01/08/2017 23:34:46;13.62;13.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/08/2017 23:34:46;6.780;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/08/2017 23:34:46;4.360;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/08/2017 23:34:46;1.870;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/08/2017 23:34:46;158.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/08/2017 23:34:46;206.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/08/2017 23:34:46;2.450;2.38;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/08/2017 23:34:46;363.3;365;10;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/08/2017 23:34:46;22.43;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/08/2017 20:15:05;445;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/08/2017 20:15;464.0;442;10;Manually rejected;(2 of 3)2S fails because the results 464.0 and 260.0 exceeds 2 SD in the same side of the target (Target=442.0, SD=10.0);;SYSADM;T3
AU 3 Multichem;AU3;CREAT;2;01/08/2017 20:15;171.0;164.5;5;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;3;01/08/2017 20:15;21.93;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;CK;2;01/08/2017 20:14:55;256.0;244;6;Accepted;3-1S (across runs) fails because results 256.0, 260.0 and 254.0 are on the same side of the target and exceed 1 SD (Target=244.0, SD=6.0);;;T2
AU 3 Multichem;AU3;CREAT;1;01/08/2017 20:14:55;53.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;2;01/08/2017 20:14:55;13.74;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;CK;1;01/08/2017 20:14:50;72.00;68.7;3;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/08/2017 20:14:50;3.05;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;2;01/08/2017 19:58:05;744.0;703;30;Accepted;;;;T2
AU 3 Multichem;AU3;BICARB;2;01/08/2017 19:58:05;25.00;23.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;C4;2;01/08/2017 19:58:05;0.270;0.27;0.01;Accepted;;;;T2
AU 3 Multichem;AU3;CA;2;01/08/2017 19:58:05;2.510;2.4;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;CHOL;2;01/08/2017 19:58:05;3.900;3.94;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/08/2017 19:58:05;93.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;CREAT;2;01/08/2017 19:58:05;154.0;164.5;5;Accepted;1-2S fails because the result 154.0 is out of 2 SD (Target=164.5, SD=5.0);;;T2
AU 3 Multichem;AU3;DBIL;2;01/08/2017 19:58:05;15.90;15.9;1;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;2;01/08/2017 19:58:05;6.860;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;IGA;2;01/08/2017 19:58:05;2.400;2.28;0.1;Accepted;3-1S (across runs) fails because results 2.400, 2.380 and 2.430 are on the same side of the target and exceed 1 SD (Target=2.280, SD=0.100);;;T2
AU 3 Multichem;AU3;IGM;2;01/08/2017 19:58:05;0.910;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/08/2017 19:58:05;3.73;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/08/2017 19:58:05;140.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/08/2017 19:58:05;50.00;50;1;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/08/2017 19:58:05;67.3;65;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/08/2017 19:58:05;1.650;1.7;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/08/2017 19:58:05;349.0;347;8;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/08/2017 19:58;44.3;43.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/08/2017 19:58;217.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/08/2017 19:58;115;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/08/2017 19:58;122.0;117;3.5;Accepted;3-1S (across runs) fails because results 122.0, 121.0 and 123.0 are on the same side of the target and exceed 1 SD (Target=117.0, SD=3.5);;;T2
AU 3 Multichem;AU3;AST;2;01/08/2017 19:58;135.9;133;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/08/2017 19:58;1.370;1.35;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/08/2017 19:58;260.0;244;6;Accepted;1-2S fails because the result 260.0 is out of 2 SD (Target=244.0, SD=6.0);;;T2
AU 3 Multichem;AU3;CL;2;01/08/2017 19:58;93.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/08/2017 19:58;10.30;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/08/2017 19:58;79.00;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/08/2017 19:58;1.120;1.1;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/08/2017 19:58;11.12;10.5;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/08/2017 19:58;3.82;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/08/2017 19:58;1.870;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/08/2017 19:58;1.250;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/08/2017 19:58;143.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/08/2017 19:58;76.00;76.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/08/2017 19:58;1.33;1.3;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/08/2017 19:58;135.5;136;5;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;2;01/08/2017 19:58;14.72;13.8;0.45;Accepted;1-2S fails because the result 14.72 is out of 2 SD (Target=13.80, SD=0.45);;;T2
AU 3 Multichem;AU3;ALC;1;01/08/2017 13:22:02;391.0;383;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/08/2017 13:22:02;18.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/08/2017 13:22:02;0.190;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/08/2017 13:22:02;1.62;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/08/2017 13:22:02;2.720;2.78;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/08/2017 13:22:02;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/08/2017 13:22:02;55.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/08/2017 13:22:02;5.600;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/08/2017 13:22:02;3.14;3.1;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/08/2017 13:22:02;1.700;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/08/2017 13:22:02;0.6400;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/08/2017 13:22:02;2.480;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/08/2017 13:22:02;120.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/08/2017 13:22:02;17.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/08/2017 13:22:02;48.27;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/08/2017 13:22:02;0.700;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/08/2017 13:22:02;139.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/08/2017 13:21:57;31.30;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/08/2017 13:21:57;75.00;80;3;Accepted;3-1S (across runs) fails because results 75.00, 75.00 and 71.00 are on the same side of the target and exceed 1 SD (Target=80.00, SD=3.00);;;T1
AU 3 Multichem;AU3;ALT;1;01/08/2017 13:21:57;24.50;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/08/2017 13:21:57;45.00;42;1.5;Accepted;4-1S fails (across runs) because results 45.00, 44.00, 45.00, and 45.00 are on the same side of the target and out of 1 SD (Target=42.00, SD=1.50);;;T1
AU 3 Multichem;AU3;AST;1;01/08/2017 13:21:57;42.72;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/08/2017 13:21:57;1.010;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/08/2017 13:21:57;74.00;68.7;3;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/08/2017 13:21:57;84.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/08/2017 13:21:57;4.000;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/08/2017 13:21:57;26.1;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/08/2017 13:21:57;0.80;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/08/2017 13:21:57;7.590;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/08/2017 13:21:57;2.550;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/08/2017 13:21:57;0.550;0.51;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/08/2017 13:21:57;0.530;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/08/2017 13:21:57;123.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/08/2017 13:21:57;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/08/2017 13:21:57;0.760;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/08/2017 13:21:57;80.3;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/08/2017 13:21:57;3.32;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;3;01/08/2017 09:21:09;1.260;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;2;01/08/2017 09:21:04;0.960;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;1;01/08/2017 09:20:59;0.6900;0.64;0.02;Accepted;1-2S fails because the result 0.6900 is out of 2 SD (Target=0.6400, SD=0.0200);;;T1
AU 3 Multichem;AU3;IGM;3;01/08/2017 08:50:08;1.220;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;2;01/08/2017 08:50:03;0.980;0.92;0.02;Accepted;1-2S fails because the result 0.980 is out of 2 SD (Target=0.920, SD=0.020);;;T2
AU 3 Multichem;AU3;PARA;3;01/08/2017 08:50:03;205.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;1;01/08/2017 08:49:58;0.6200;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;2;01/08/2017 08:49:58;77.00;76.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;1;01/08/2017 08:49:53;18.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;3;01/08/2017 08:25:56;1.320;1.21;0.03;Manually rejected;1-3S fails because the result 1.320 is out of 3 SD (Target=1.210, SD=0.030);;SYSADM;T3
AU 3 Multichem;AU3;IGM;2;01/08/2017 08:25:51;0.920;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;1;01/08/2017 08:25:46;0.6600;0.64;0.02;Accepted;4-1S fails (across runs) because results 0.6600, 0.6800, 0.6700, and 0.6700 are on the same side of the target and out of 1 SD (Target=0.6400, SD=0.0200);;;T1
AU 3 Multichem;AU3;PARA;3;01/08/2017 08:20:11;b;207;4;Manually rejected;Non numeric result;;SYSADM;T3
AU 3 Multichem;AU3;PARA;2;01/08/2017 08:20:06;CAL;76.5;1.5;Manually rejected;Non numeric result;;SYSADM;T2
AU 3 Multichem;AU3;PARA;1;01/08/2017 08:20:01;CAL ;17.6;0.8;Manually rejected;Non numeric result;;SYSADM;T1
AU 3 Multichem;AU3;TBIL;3;01/08/2017 08:02:12;92.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/08/2017 08:02:12;464.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;3;01/08/2017 08:02:07;1946.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/08/2017 08:02:07;38.00;34.4;2.2;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/08/2017 08:02:07;0.370;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/08/2017 08:02:07;3.210;3.14;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/08/2017 08:02:07;6.790;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/08/2017 08:02:07;450;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/08/2017 08:02:07;28.90;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/08/2017 08:02:07;16.35;16.4;0.4;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/08/2017 08:02:07;3.010;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/08/2017 08:02:07;1.210;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/08/2017 08:02:07;93.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/08/2017 08:02:07;87.18;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/08/2017 08:02:07;2.990;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/08/2017 08:02:07;464.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/08/2017 08:02:02;110.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/08/2017 08:02:02;6.700;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/08/2017 08:02:02;157.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/08/2017 08:01:57;30.10;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/08/2017 08:01:57;22.69;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/08/2017 08:01:52;57.10;54.9;1.7;Accepted;4-1S fails (across runs) because results 57.10, 56.90, 58.90, and 58.10 are on the same side of the target and out of 1 SD (Target=54.90, SD=1.70);;;T3
AU 3 Multichem;AU3;ALP;3;01/08/2017 08:01:52;458.0;475;15;Accepted;;;;T3
